question,answer
"kaki saya bengkak kata dokter puskesmas yang saya kunjungi ini saya edema banyak cairan di dalam tubuh. obatnya abis kembali begini lagi dokter. mau nanya dong dokter, untuk mengurangi cairan dalam tubuh dengan pengobatan tradisional itu pake apa ya dok","kaki yang membengkak memang bisa diakibatkan oleh rembesan cairan interstisial, atau disebut juga dengan edema. pemicu edema sendiri ada banyak, contohnya karena berdiri atau duduk menekuk kaki terlalu lama, diet tinggi garam, kegemukan, kehamilan, pengaruh obat, habis cidera, hipertensi, digigit serangga atau hewan lain, infeksi, trombosis vena dalam, alergi, gangguan ginjal, gangguan hati, gangguan jantung, danlain sebagainya.tergantung penyebab yang mendasari, keluhan anda bisa ditangani secara berbeda."
"di punggung bagian atas ayah saya yang sekarang usianya 54 th, muncul benjolan. benjolannya terasa lembek seperti lemak, bisa di goyangkan dan bergerak. ini namanya apa sih dokter penyakit apa ya apakah bahaya atau tidak dokter bisakah dihilangkan pake obat oles misalnya salep atau apa gitu dokter","alo. terimakasih telah bertanya kepada alodokter.keluhan benjolan di punggung yang ayah anda miliki, dapat disebabkan oleh berbagai hal. penyebab keluhan perlu diketahui untuk mendapatkan penanganan yang tepat. beberapa hal yang mungkin menjadi penyebab yaitutumor jinak dermatofibroma, lipoma.keratosis seboroik, piliaris.kista kista epidermoid.masalah lainnya jerawat, bisul, abses kulit.halhal yang perlu diwaspadai pada benjolan di punggung yang ayah anda alami dan perlu penanganan dokter segera apabila terjadipenurunan berat badan drastis.demam berkepanjangan."
dok saya semenjak punya anak badan saya jd makin kurus kaya lesti kejora. saya sempet insecure sama teman2 saya. dulu saya bbnya 52 kg dan tb 158 cm. sekarang saya bb 45 kg. saya makan jg porsinya normal. saya juga gada penyakit kronis dokter. jika saya minum jamu penambah bb apakah boleh dok dan apa jamu yang aman untuk menambah bb saya,"alo, terima kasih atas pertanyaannya untuk alodokter.untuk meningkatkan berat badan, anda perlu menambah asupan kalori sebanyak 300500 kalori dari kebutuhan kalori harian anda yang dapat anda hitung seperti pada artikel ini atau melalui kalkulator bmr yang terdapat di situs pencarian.selain itu, anda juga dapat melakukan olahraga yang membantu meningkatkan nafsu makan dan dapat pula memperbesar otot, seperti pilates, senam, atau olahraga angkat beban, sehingga dapat membantu meningkatkan massa tubuh."
"dokter, maaf mengganggu, saya pendertia gerd udah menahun dok. ini saat kambuh perut saya kembung, begah, nyeri dada tengah. saya mau kentut aja susah. ini apakah ada cara ampuh agar saya bisa kentut dan perut lega dok. makasih","alo, saya dr. tirtawati wijaya. terima kasih sudah bertanya ke alodokter.gerd memiliki berbagai gejala yang kadang menyerupai penyakit lain, namun umumnya jarang dikaitkan dengan keluhan sesak kentut  buang angin. ada beberapa hal yang mungkin menyebabkan susah buang angin, antara lainterjebaknya gas dalam saluran cerna karena konstipasi. ini umumnya terjadi karena kurang konsumsi makanan berserat, kurang minum, atau kurang gerak badan.obstruksi usus oleh benda asing yang tertelan, tumor, kanker, atau sumbatan mekanis lainnya yang menyebabkan gas tidak bisa mengalir keluar buang angin."
"dok beberapa hari lalu saya mandi di sungai dan setelah itu badan saya gatal, muncul ruam kulit, demam, nyeri otot sendi dan pusing. saya coba cari tahu ini termasuk gejala dari skistosomiasis setelah mandi dari sungai dok. kirakira skistosomiasis ini pemeriksaanya seperti apa sih dok dan apakah saya harus sgera ke dokter mohon bantuannya.","tubuh yang terasa gatal, muncul ruam di kulitnya, demam, nyeri otot dan sendi, juga pusing memang bukan tidak mungkin disebabkan oleh infeksi cacing skistosoma, atau disebut juga dengan skistosomiasis demam siput. namun bukan itu saja, beragam keluhan yang anda alami sejatinya bisa pula terjadi karena faktor lain, contohnya infeksi mikroorganisme lain seperti chikungunya, demam dengue, flu singapura, cacar air, herpes zoster, infeksi saluran kemih, campak, alergi terhadap substansi tertentu, dermatitis kontak, eksim, digigit serangga atau hewan lain, gangguan autoimun, dan sebagainya."
"halo dok,, saya mau tanya mengenai obat kuat. saya penderita diabetes tipe 2. karena diabetes ini saya mengalami disfungsi ereksi. saya mau minta rekomendasi obat kuat yang aman untuk saya dok.. terima kasih","terima kasih atas pertanyaannya.disfungsi ereksi merupakan suatu kondisi dimana seorang pria tidak mampu mempertahankan ereksi saat berhubungan seksual. gejala dari disfungsi ereksi yaitu ditandai dengantidak bisa ereksi, bisa ereksi sebentar, serta berkurangnya gairah seksual. penyebab dari disfungsi ereksi dapat disebabkan karena masalah terkait dengan proses yang melibatkan otak, saraf, otot, pembuluh darah, hormon, dan emosi.faktor adanya kondisi medis tertentu juga dapat mempengaruhi disfungsi ereksi salah satunya mengalami diabetes."
"pagi dokter, dok saya ibu menyusui bayi saya masih usia 7 bulan. saya ada riwayat gerd dok, dan ini lagi kumat. apakah aman dok jika saya posisi sebagai busui minum lansoprazole","gerd gastroesophageal reflux disease, saat kambuh, bisa menyebabkan gejala yang amat mengganggu terutama terasa di sekitar dada, ulu hati, tenggorokan, bahkan bisa sampai ke punggung, yakni berupa nyeri, perih, panas, berdahak, kenyang, mual, kembung, dan sebagainya. pada kasus yang berat, gerd bisa juga sampai menyebabkan muntah, sesak, sulit tidur, batuk darah, lemas, berkeringat dingin, gelisah, dan beragam keluhan lainnya.untuk mengatasi gerd, beberapa jenis obat memang bisa diberikan, salah satunya golongan penghambat pompa proton seperti lansoprazole."
"assalamualaikum.. dokter saya mau bertanya tentang telat haid yg terjadi oleh kakak ipar saya , dia sudah telat selama 15 hari, sebelumnya sudah cek kehamilan pake tespek di hari ke10. kenapa ya dok, kok telatnya sampe 15 hari","waalaikumsalam, selamat siangsebelumnya apa hasil test pack tersebut jika negatif berati bukan akibat kehamilan. memang terlambat menstruasi salah satu tanda hamil namun selain akibat hamil bisa pula disebabkan oleh penyebab lain yang umumnya karena ketidak seimbangan hormon."
"dok saya mau tanya. usia saya baru 20 tahun.. kemarin saya udah minum banyakk air tapi kenapa saat kencing, urine yang keluar sedikit dan berwarna putih tetapi perut saya buncit dok, apakah ada hubungannya. saya harus apa ya dok untuk mengatasinya.. terima kasih","alo, terima kasih atas pertanyaannya untuk alodokter.tidak lancarnya buang air kecil atau terjadinya perubahan warna pada urin, disertai dengan rasa tidak nyaman pada perut, bisa saja menandakan adanya gangguan pada ginjal, kandung kemih, atau saluran kemih, seperti yang disebabkan oleh adanya batu atau infeksi.namun, jika yang anda maksudkan dari urin yang berwarna putih adalah seperti putih susu, maka bisa juga disebabkan oleh kemungkinan penyebab lain seperti penyakit menular seksual gonore."
"assalamualaikum dokter, saya sedang hamil 5 bulan,, sudah 3 hari ini perut sebelah kiri itu suka nyeri tbtb, sakitnya sih nggak lama palingan 57 menit aja.. penyebabnya apa ya dok apakah berbahaya bagi kehamilan saya, soalnya ini kehamilan kedua dan saat hamil pertama itu saya keguguran dok.. oiya bagaimana cara mengatasinya","nyeri di perut sebelah kiri saat hamil 5 bulan, jika intensitasnya ringan, durasinya singkat, dan kerap hilang dengan sendirinya, seringnya tidaklah berbahaya. nyeri ini mungkin disebabkan oleh otot yang kram, misalnya jika anda habis beraktifitas fisik cukup berat.selain itu, nyeri seperti yang anda alami mungkin pula muncul karena faktor lain, seperti kontraksi palsu, sistitis, batu kandung kemih, gastroenteritis, dispepsia, radang usus, syaraf kejepit, gangguan psikosomatis, neuropati perifer, dan beragam gangguan medis lainnya.sebaiknya, anda tidak panik dulu menyikapi hal ini."
"perkenalkan dokter, saya bumil kehamilan saya sekarang berusia 7 bulan, dari semalam saya ngerasa perut saya kembung mau minum obat saya takut dok. saya cuma mengolesi minyak kayu putih di perut saya. yang ingin saya tanyakan bagaimana cara mengatasi perut kembung saat hamil","alo, selamat siangperut kembung merupakan gejala hamil yang cukup umum dialami hal ini akibat produksi hormon progesteron yang berlebihan yang berefek membuat otototot tubuh lemas termasuk otot usus alhasil otot usus akan bergerak lebih lanbat dan membuat pencernaan melambat dan akihirnya gas juga ikut menumpuk di perut."
"istri saya lagi hamil dengan umur kehamilan 6 bulan, kalo misalkan istri saya merasakan gerakan janinnya lebih kerasa aktif di sebelah kanan apakah gapapa dok","alo, terima kasih atas pertanyaannya untuk alodokter.gerakan janin di dalam kandungan umumnya sudah dapat mulai lebih terasa sejak usia kehamilan 1820 minggu meskipun sebenarnya janin sudah dapat bergerak pada usia kehamilan 1216 minggu.gerakan janin umumnya akan lebih aktif pada bagian tubuh anggota gerak seperti kaki dan tangan, ataupun ketika tubuh janin sedang berputar 90180 derajat."
"dok, ini saya baru dapat kabar kalo paman saya mengalami dirawat di rs karna pengentalan darah hingga dia pingsan dok. sebelumnya yg saya tau itu beliau sehat dan segar saja dok.. apa aja sih dok sebetulnya ciri dari orang yg mengalami gangguan pengentalan darah tuh biar saya bisa buat jaga dan waspada ke ortu saya dok, makasih ya dok sebelumnya","pengentalan darah dalam ranah medis disebut dengan hiperkoagulasi. kondisi ini bisa disebabkan oleh faktor keturunan, pengaruh obat, kadar kolesterol tinggi, sirosis, gangguan autoimun, kanker, diabetes, vaskulitis, sepsis, penyakit jantung, cidera, obesitas, kebiasaan merokok, pola hidup sedenter, tirah baring yang lama, penuaan, kehamilan, dan sebagainya.tidak selalu orang yang menderita pengentalan darah akan mengalami gejala yang mengganggu. ditahap awal, seringnya memang tidak akan ada gejala yang muncul."
"sore dok, saya ingin bertanya, apakah ada obat atau vitamin yang dapat menunda proses menopause. saya saat ini berusia 50 tahun. sejak awal tahun, tubuh saya terasa panas, tapi tidak sampai banjir keringat gitu... rasa panas itu munculnya tdk tertentu, kadang sore, pagi, atau malam saat mau tidur. apa ini yg disebut hot splashes dok mohon penjelasannya. terima kasih",mungkin maksud anda ialah hot flashes yaitu sensasi panas di tubuh yang muncul secara tibatiba terutama pada bagian tubuh atas. penyebab kondisi ini tidak diketahui namun diduga terkait dengan perubahan hormon yang terjadi pada wnaita di masa perimenopuase atau saat masa menopause. namun tidak semua wanita yang memasuki masa ini mengalami hot flashes. perubahan hormon ini terjadi karena penurunan kadar estrogen yang mempengaruhi pusat pengaturan suhu tubuh yang mengakibatkan tubuh akan menjadi lebih sensitif atas perubahan suhu.
"dok, saya mau tanya bagaimana posisi tidur yag baik untuk orang yang lagi mengalami sakit kepala sebelah migrain kanan. saya sering mengalami sakit kepala sebelah kanan dok, kalo saya tiduran kadang tambah sakit. mohon dijawab ya dok. terima kasih","alo, terima kasih atas pertanyaannya untuk alodokter.migrain atau yang sering disebut dengan sakit kepala sebelah, dapat terasa seperti kepala yang berdenyut dan dapat diawali ataupun tanpa berkunang atau melihat kilatan cahaya sebelum munculnya migrain.kondisi ini umumnya dapat dipicu dari kelelahan, hipoglikemia, dehidrasi, suara bising, sinar cahaya yang terlalu terang, stres, cemas, atau ketidakseimbangan hormon."
"alodokter, dok saya kena luka lecet di bagian tangan kena gluka baret dari aspal, gak terlalu dalem sih dok, tapi ini saya tutup luka saya pake plester, temen2 saya bilang kalau di tutup gak kering2 lukanya, yang bener itu di tutup apa cuma di kasih obat sih dokter terus kenapa kita kalau punya luka harus di tutup ya","alo, selamat siangmemang benar, luka tidak boleh dibiarkan basah dalam waktu lama dan mengeringkan luka dapat membantu penyembuhan. akan tetapi hal ini tidak berlaku untuk semua jenis luka. luka gores atau luka lecet yang ringan dan tidak mengeluarkan banyak darah bisa dibiarkan terbuka tanpa diperban."
"sore dok, saya mau tanya kenapa ya kuping kiri saya tdk bisa dengar sebelah. rasanya seperti kemasukan air, padahal tdk kemasukan apaapa. nggak nyaman rasanya kayak ganjel gitu. itu kenapa ya dok terus cara mengatasinya gimana ya dok","selamat sore, terima kasih telah bertanya di alodokter. untuk proses mendengar dapat berjalan dengan baik, tiap struktur sistem pendengaran harus pula bekerja dengan baik, mulai dari daun telinga, rongga telinga, gendang telinga, tulang pendengaran, saraf pendengaran, hingga pusat mendengar di otak. sehingga, adanya masalah atau kendala yang menghalangi proses di tiap bagian tersebut, dapat memicu gangguan pendengaran."
"halo dok, saya mau tny.. telinga sebelah kiri saya berdengin sudah 2 bulan tidak kunjung hilang juga.. akhirnya saya coba untuk periksa. dokter bilang kemungkinan saya terkena tuli saraf, tapi dokternya tdk menjelaskan tuli saraf itu disebabkan oleh apa. yg ingin saya tanyakan tuli saraf itu penyebabnya apa dan apakah bisa sembuh dok","tuli ialah hilangnya kemampuan mendengar, baik pada satu atau kedua telinga. penyebab tuli sangat beragam tergantung pada bagian tuli yang mengalami gangguan salah satunya jenis tuli sensorineural yaitu kerusakan pada telinga dalam, saraf yang menghubungkan telinga ke otak saraf pendengaran atau kerusakan pada otak itu sendiri. penderita kondisi ini sulit mendengar suara pelan dan keras. penyebab tuli ini ada dua yaitu tuli bawaan dan tuli akibat kondisi tertentu. tuli bawaan paling sering ditemui yang disebabkan akibat pengaruh genetik dan faktor lingkungan."
"hallo dokter, dok saya sering sekali hidungku tersumbat, nyeri di wajah saya bagian hidung, sampe mata dan kepala. apakah yang saya alami ini ciriciri gejala penyakit sinusitis dokter soalnya penciuman saya jg terganggu dan rasanya bau gak enak gitu looh dokter. minta pencerhaannya dokter","untuk keluhan yang anda alami memang bisa saja mengarah kepada sinusitis, namun menegakan diagnosis suatu penyakit harus melakukan pemeriksaan secara lamgsung ke dokter ya. dimana sinusitis merupakan peradangan pada bagian lapisan sinus yang ditandai dengan pilek, hidung tersumbat dan nyeri area wajah. peradangan pada sinus dapat terjadi akibat infeksi seperti virus atau bakteri dan akibat alergi yang mengakibatkan sinus memproduksi banyak lendir yang menyebabkan hidung tersumbat. hidung yang tersumbat pastinya dapat mengganggu proses penciuman."
"misi dokter, dok saya wanita usia 33 tahn tb 155 cm dan bb 70 kg. saya mau menanyakan di bagian leher saya ini saya garis melingkar 2 dok, membentuk cincin. yg ini mengganggu sekali penampilan saya seakan akan saya lehernya makin bulet. mau minta saran dong dokter bagaimana cara menghilangkan lemak leher ini","alo, terima kasih atas pertanyaannya untuk alodokter.untuk membantu menghilangkan lemak di leher, maka anda perlu menurunkan berat badan hingga mencapai bmi ideal, dimana nantinya dengan penurunan berat badan tersebut, kemungkinan besar beberapa distribusi lemak di tubuh juga akan ikut menurun dengan sendirinya.selain itu, anda juga perlu memilih jenis makanan sehat seperti karbohidrat kompleks, makanan tinggi protein, vitamin, serat, prebiotik, dan probiotik, untuk membantu membakar lemak di tubuh."
"dok, saya kan lagi haid ya tapi bulan ini haidnya beda dok. bulan ini saya sakit kepala saat haid, biasanya tidak pernah. kalo lagi nunduk kepala saya sakit bangt rasanya. boleh nggak dok saya minum kopi biar sakitnya hilang atau adakah minuman lain yg dapat mengatasi sakit kepala saat haid mohon bantuannya.",sakit kepala saat menstruasi bisa berupa suatu kondisi disminore yaitu nyeri haid. terkadang disminorea tersebut menyebabkan timbulnya sakit kepala hingga kram perut. salah satu pemciu timbulnya disminorea ialah senyawa prostaglandin yang mengakibatkan uterus berkontraksi sehingga mendatangkan keluhan seperti sakit kepala dan kram perut.
"dok abang saya kan abis cek lab terus ada saya sempet liat hasilnya albuminuria, saya gak paham itu apa dok, apa ya itu dok maksudnya",albuminuria ialah suatu kondisi saat kandungan protein di dalam urine terlalu tinggi.
"alodokter, dok saya melihat temen saya di lengannya ada bercak putih lebar tanda lahir tapi seperti panu, dia gak pd dok tiap pake lengan pendek pasti orang ngiranya panu. soalnya mirip. jika di obatin apakah itu bisa ilang dokter",tanda lahir pada bayi di duga akibat faktor genetik yang diturunkan dari orang tua. sebagian tanda lahir dapat timbul karena adanya kelainan darah dan ada pula timbul karena penimbunan pigemn atau zat warna kulit salah satunya bercak putih pada kulit yang di dapat sejak lahir. tanda lahir ini umumnya tidak menganggu maka tidak perlu penanganan khusus. hanya saja dapat menganggu penampilan dan mengurangi rasa percaya diri.
"pagi dok.,apakah boleh memakai pakaian ketat seperti legging selama masa kehamilan  dan saya ini lagi hamil dapat 3bulan dok, apakah boleh dok  saya berat badannya mulai nambah jadi mau persiapan baju hamil sekalian dok..terimakasih,,","alo, terima kasih atas pertanyaannya untuk alodokter.penggunaan legging boleh saja dilakukan, asalkan legging yang digunakan memiliki karet pinggang yang longgar atau melar, tidak ketat, dan tidak terasa menekan kulit dan perut berlebih saat digunakan.penggunaan celana atau legging yang memiliki karet pinggang tersebut, akan lebih baik lagi jika diiringi dengan penggunaan pelembab tubuh atau minyak yang dapat melembabkan kulit perut sehingga dapat mencegah iritasi kulit perut dari penggunaan pakaian yang memiliki karet."
"dok, saya mau tanya kalo jantung berdebar terus itu kenapa ya sudah 3 minggu ini suka berdebar tbtb terus juga lemas. saya udah berobat ke klinik, tapi tdk ada perubahan. apakah harus ke rumah sakit dok penyebabnya apa dok cara mengatasinya gimana ya dok terima kasih","alo, terima kasih atas pertanyaannya untuk alodokter.keluhan jantung berdebar yang disertai dengan gejala tubuh yang lemas bisa saja disebabkan oleh banyak kemungkinan penyebab yaitu seperti anemia atau kurangnya hb darah, penyakit jantung, gangguan tekanan darah, hipoglikemia atau rendahnya gula darah, efek samping obat rutin, ataupun karena masalah psikis."
selamat pagi. saya mau tanya. bagaimana cara mengatasi kaki kram saat hamil soalnya kaki sebelah kanan saya sering kram saat bangun tidur.. obat apa yang aman dikonsumsi ibu hamil untuk mengatasi kaki kram tsb trims,"alo, terima kasih atas pertanyaannya untuk alodokter.keluhan kaki kram memang umum dialami oleh ibu hamil, dimana dapat terjadi karena adanya peningkatan hormon di dalam tubuh selama hamil yang juga dapat mengakibatkan penumpukan cairan tubuh pada kaki dan menyebabkan kaki bengkak dan kram."
"sore dokter, dok saya ingin nanya, jadi saya kan tidur dengan posisi tengkurap kelamaan, pas bangun dada saya rasanya nyeri, kaya dadanya itu tertekan dok rasanya sakit. mau nanya dong dokter apakah ada olahraga untuk menghilangkan nyeri di dada saya ini misal peregangan apa yg aman sih dok",tekanan berlebih di area dada saat tidur telungkup memang bisa membuatnya terasa nyeri.
"alodokter, adik saya usianya 16 tahun. dia menjelang tanggal menstruasi keluar keputihan, nah keputihannya berwarna coklat, tanpa ada gejala penyerta. gada gatal, gak bau samsek. itu apakah normal dokter","alo, terima kasih atas pertanyaannya untuk alodokter.keluhan keputihan kecokelatan yang terjadi sesaat sebelum menstruasi masih bisa terjadi karena kemungkinan flek darah yang normalnya dapat keluar sebelum darah menstruasi keluar saat menstruasi berlangsung kedepannya.oleh karena itu, jika kemungkinan flek darah tersebut keluar tanpa adanya gejala keputihan abnormal lainnya seperti gatal atau nyeri pada vagina, dan keputihan kecokelatan tersebut tidak berbau, maka kemungkinan besar kondisi tersebut masih bisa saja normal."
"alodokter, dok saya telat haid 4 hari dan pas cek pake testpack hasilnya saya positif hamil, malemnya saya bawa ke dokter kandungan, alhamdulillah saya hamil 5 minggu dok. semenjak hamil ini saya tu jadi susah tidur, ini normal gak sih dok di alamin sama bumil trs saya jg mual2 parah, gak nafsu makan jg saya dokter. dulu sebelum hamil saya suka benget tidur dokter. tolong solusinya ya dokter.","alo,ketika hamil, ibu hamil mengalami perubahan pada tubuhnya, termasuk perubahan hormonal. perubahan hormonal ini dapat menimbulkan keluhan seperti mual, muntah, lemas, pusing, sensitif terhadpa bau, sulit tidur, sering buang air kecil, penurunan nafsu makan, sulit buang air besar, nyeri perut, dan perubahan mood."
dok bayi saya kalau baru tidur tuh kok tiba napasnya cepat dan juga kayak gak teratur gitu kalo saya perhatikan apakah bahaya buat bayi saya,"alo, saya dr. tirtawati wijaya. terima kasih sudah bertanya ke alodokter.saat bayi tertidur tidak jarang kita dapat melihat pola nafas yang disebut periodic breath ini, di mana kadang bayi bernafas cepat, diikuti periode di mana nafasnya dangkaldangkal, bahkan kadang terdapat jeda di mana bayi terlihat seperti berhenti bernafas selama beberapa detik.periodic breathing ini wajar pada bayi yang baru dilahirkan, dan akan menghilang setelah bayi berusia beberapa minggu, tergantung pada tingkat maturitas sistem pernafasan bayi."
"halo dok, saya sedang hamil 18 minggu. orang tua saya nyuruh saya untuk sering2 minum sari kacang hijau,, katanya biar rambut bayi saya lebat nanti pas lahir. emang bener ya dok, manfaat sari kacang hijau untuk melebatkan rambut selain itu manfaatnya apa lagi dok","saat hamil memang banyak sekali anjurananjuran orang tua zaman dahulu yang dilakukan secara turun temurun untuk mendapatkan suatu kondisi janin yang sempurna seperti itu bisa dikatakan. salah satunya dengan konsumsi air kacang hijau dikatakan dapat memperlebat rambut bayi. padahal anggapan ini ternyata masih belum terbukti kebenarannya, tidak ada bukti ilmiah yang menyebutkan hubungan kacang hijau dapat memperlebat rambut bayi. karena sebenaranya rambut bayi bisa lebat itu akibat faktor genetik."
"saya ini kan lagi hamil 4 bulan dok, tapi belakangan saya merasa perut saya kembung banget kaya penuh gas gitu dok, apa ya penyebabnya adakah efek untuk kandungan saya dok","perut yang terasa kembung bagai dipenuhi gas biasanya disebabkan oleh masalah asam lambung, misalnya akibat gastritis, tukak lambung, kanker lambung, batu empedu, radang kantung atau saluran empedu, pankreatitis, atau dispepsia fungsional. mungkin juga, keluhan seperti yang anda alami muncul karena pencetus lain, seperti obstruksi usus, radang usus, malabsorpsi karbohidrat, alergi makanan, gangguan hati, gangguan cemas, ascites, gangguan psikosomatis, dan banyak lagi kemungkinan lainnya.sejatinya, kondisi anda tidak selalu berbahaya bagi janin."
"dok saya remaja 16 tahun, sudah 3 hari ini mata saya sebelah kanan itu sakit kalau melirik. saat melirik sakitnya di tengah2 mata kanan dan kiri kalau di pegang juga rasanya rada sakit. itu knp ya dok oh ya info tambahan, saya suka banget main game online di hape, apa itu berpengaruh","nyeri di salah satu sisi mata, terutama saat melirik atau saat dipegang, mungkin menandakan mata yang lelah asthenopia. kelelahan mata ini bisa banyak pencetusnya, salah satunya akibat menatap gawai berlebihan. faktor lain, seperti kurang tidur, berkendara jarak jauh, dan sebagainya pun bisa memicu mata lelah.di samping itu, keluhan di mata anda bisa pula muncul karena faktor lain, misalnya konjungtivitis, hordeolum, blefaritis, uveitis, keratitis, mata kering, glaukoma sudut tertutup akut, migrain, nyeri kepala cluster, dan banyak lagi gangguan medis lainnya."
"dokk saya berusia 19 tahun akhir akhir ini payudara saya suka gatal dok, gatalnya terutama di payudara saya yg sebelah kanan, kenapa yah dok","gatal di salah satu sisi payudara penyebabnya bisa banyak, seperti karena digigit serangga, infeksi kulit oleh jamur bakteri mikroorganisme lainya, dermatitis kontak, xerosis, biang keringat, eksim atopik, psoriasis, neurodermatitis, dermatitis seboroik, stres atau cemas berlebihan, alergi terhadap substansi tertentu, mastitis, pre menstrual syndrome, tanda awal kehamilan, dan lain sebagainya.jika gatal yang anda rasakan ringan saja, maka jangan panik dulu."
"assalamualaikum wr wb saya mau tanya, sebelumnya saya belum pernah sesak napas, tapi sekarang tuh suka sesak napas tbtb. sesaknya tuh di tenggorokan kayak kecekik gitu, kadang ilang sendiri tapi kalau pikiran lagi banyak sesak lagi dok. saya lagi kenapa ya dok","stres saat banyak pikiran memang bisa meningkatkan produksi hormon stres, yang pada akhirnya rentan memicu beragam keluhan fisik, termasuk sensasi tidak nyaman di tenggorokan sebagaimana yang anda alami. dalam ranah medis, kondisi ini disebut dengan gangguan psikosomatis.namun di samping itu, tenggorokan yang terasa sesak bagai tercekik bisa juga mengindikasikan suatu penyakit, misalnya aspirasi benda asing ke saluran napas, gastroesophageal reflux disease, gastritis, alergi makanan, tonsilofaringitis, gangguan cemas berlebih, tumor atau gangguan syaraf di sekitar tenggorokan, dan sebagainya."
"dokter, anak saya pilek, usianya 2 tahun, susah kalau mau keluarin ingusnya itu dok. katanya bisa di cuci pake cairan pencuci hidung. merk nya apa dok yang bagus, trs caranya seperti apa penggunaanya nanti itu ada efek sampingnya gak sih dok","alo, terima kasih atas pertanyaannya untuk alodokter.cuci hidung memang dapat dilakukan pada anakanak yang mengalami permasalahan gangguan pernapasan, dimana dapat bermanfaat untuk mengatasi hidung tersumbat, mengeluarkan lendir yang tertahan dalam hidung, atau mengatasi infeksi saluran pernapasan atas.namun, cuci hidung tidaklah disarankan jika anak anda mengalami nyeri atau infeksi pada telinga, ataupun pernah menjalankan operasi sinusitis."
"saya wanita usia 19 taun dok, saya mau konsultasi, tiap panik muncul saya juga merasa sesak napas tibatiba sih dok, saya harus diam sejenak untuk menenangkan diri saya agar napas stabil. apakah ini masih normal dok sesak napas saat panik bahaya gak sih","terima kasih atas pertanyaannya.gangguan panik merupakan salah satu dari gangguan kecemasan yang termasuk ke dalam gangguan mental. gangguan panik sendiri dapat terjadi pada siapa saja dan dapat terjadi terutama saat mengalami pemicu misalnya saat berhadapan dengan situasi sulit, presentasi, bertemu orang baru dan sebagainya. kondisi kepanikan dapat muncul pada siapa saja, namun pada gangguan panik tersebut dapat mengganggu aktivitas seharihari."
"selamat siang dokter.. 3 hari lalu saya telapak kaki saya terkena pecahan keramk dan lukanya robek hingga terbuka.. karena panik saya belum ke dokter dok, hanya diberikan pertolongan pertama saja. saya ingin tanya bagaimana perwatan untuk luka terbuka agar cepat kering dan cepat sembuh","alo, terima kasih atas pertanyaannya untuk alodokter.pada kondisi kulit yang kemungkinan mengalami luka sayatan akibat tergores pecahan keramik, umumnya membutuhkan jahitan luka yang bertujuan untuk menghentikan perdarahan yang umumnya mengalir dan berlangsung lama."
"dokter, saat ini saya sedang hamil 3 bulan, dan saya mengalami demam dok, suhu terakhir itu saya cek 38. dulu sebelum hamil saya biasanya minum obat ibuprofen dok.. apakah saat hamil seperti ini saya boleh minum obat ibuprofen juga dok","alo, saya dr. tirtawati wijaya. terima kasih sudah bertanya ke alodokter.ibuprofen termasuk golongan obat anti inflamasi non steroid oains yang hanya boleh digunakan berdasarkan resep dokter. obat ini memiliki berbagai efek samping yang merugikan kesehatan, sehingga tidak boleh digunakan secara bebas, baik pada perempuan hamil, tidak hamil, lelaki, anakanak, dan semua orang."
"hi dokter, dok saya remaja wanita usiaku sekarang 15 tahun. besok aku mau tampil menyanyi perpisahan guru. kok aku gak pd sama warna lututku ya dok. lutut aku gelap dan kusam. padahal warna kulit kaki aku lumayan bagus. adakah saran dan cara untuk memutihkan lutut dalam 1 hari hehehe","terima kasih atas pertanyaannya.memutihkan kulit dalam waktu 1 hari tidak bisa dilakukan karena untuk mencerahkan kulit tidak bisa dengan instan. kulit yang putih dipengaruhi oleh kondisi pigmen kulit. sedangkan pigmen kulit tersebut dipengaruhi oleh salah satunya faktor genetik.bila ingin mencerahkan kulit secara cepat, dapat mencoba melakukan tindakan seperti melakukan eksfoliasi kulit, kemudian menggunakan masker kulit yang berfungsi mencerahkan. selain itu juga dapat menggunakan make up untuk membantu mencerahkan kulit."
"sore dokter, saya baru pulang dari rs setelah dirawat akibat penyakit kuning. kulit tangan dan mata saya menguning dok. setelah dilakukan pemeriksaan ternyata bilirubin saya agak naik, selain itu juga urine saya juga warnanya gelap. akhirnya setelah beberapa hari saya diperbolehkan pulang tapi saya masih disuruh minum obat. apakah oenyakit kuning saya ini bisa sembuh total dok","terima kasih atas pertanyaannya.terdapat beberapa penyebab dari timbulnya penyakit kuning. penyakit kuning sendiri merupakan suatu kondisi dimana terjadi peningkatan bilirubin dalam darah yang menyebabkan kulit seseorang, mat seseorang menjadi kuning."
"pagi dok, saya mau tanya. saya ini kan memiliki bau badan yg kurang enak ya, terus sekarang ini kan lagi booming tawas untuk menghilangkan bau badan dok. nah kalau saya pakai tawas itu aman nggak ya dok, ada efek samping apa nggak ya oiya saya baru berusia 17 tahun, terima kasih","tawas adalah bongkahan batu kristal yang terbuat dari mineral potasium alum. benda ini memiliki efek antiperspiran dan antiseptik, sehingga bisa membantu mengatasi bau badan tidak sedap yang erat kaitannya dengan produksi keringat berlebih dan infeksi bakteri pada kulit.asal digunakan dengan tepat, seringnya aplikasi tawas pada kulit ketiak tidaklah berbahaya. hanya saja, pada orang yang sensitif, tetap saja tindakan ini rentan memicu peradangan kulit, baik karena iritasi ataupun alergi."
